Siruta,Localitate,Venituri,Cheltuieli
104083,Luica,820318,1603394
104118,Mihai Bravu,824062,1572849
104136,Oras Mihailesti,953777,1596416
104181,Manastirea,821713,1606087
104225,Marsa,825457,1575542
104243,Moara Vlasiei,955172,1599109
104270,Movilita,823108,1608780
104323,Nana,826852,1578235
104341,Nicolae Balcescu,956567,1601802
104387,Niculesti,824503,1611473
104421,Nuci,828247,1580928
104485,Ogrezeni,957962,1604495
104519,Oinacu,825898,1614166
104546,Peris,829642,1583621
104582,Petrachioaia,959357,1607188
104635,Plataresti,827293,1616859
104680,Prundu,831037,1586314
104715,Putineiu,960752,1609881
104751,Radovanu,828688,1619552
104788,Rasuceni,832432,1589007
104831,Roata De Jos,962147,1612574
104886,Sarulesti,830083,1622245
104975,Schitu,833827,1591700
105026,Sinesti,963542,1615267
105106,Singureni,831478,1624938
105142,Slobozia Moara,835222,1594393
105160,Snagov,964937,1617960
105222,Sohatu,832873,1627631
105259,Spantov,836617,1597086
105295,Stanesti,966332,1620653
105348,Stoenesti,834268,1630324
105384,Soldanu,838012,1599779
105419,Stefanestii De Jos,967727,1623346
105455,Tamadau Mare,835663,1633017
105534,Tartasesti,839407,1602472
105570,Tunari,969122,1626039
105605,Ulmeni,837058,1635710
105623,Ulmi,840802,1605165
105712,Valea Argovei,970517,1628732
105776,Valea Dragului,838453,1638403
105794,Valea Macrisului,842197,1607858
105829,Vasilati,971912,1631425
105874,Varasti,839848,1641096
105909,Vedea,843592,1610551
105936,Vidra,973307,1634118
105972,Vanatorii Mici,841243,1643789
106318,Municipiul Baia Mare,844987,1613244
106363,Grosi,974702,1636811
106407,Recea,842638,1646482
106461,Oras Tautii-Magheraus,846382,1615937
106559,Municipiul Sighetu Marmatiei,976097,1639504
106620,Sarasau,844033,1649175
106648,Vadu Izei,847777,1618630
106684,Oras Baia Sprie,977492,1642197
106746,Oras Borsa,845428,1651868
106782,Oras Cavnic,849172,1621323
106817,Oras Targu Lapus,978887,1644890
106979,Oras Viseu De Sus,846823,1654561
107001,Ardusat,850567,1624016
107047,Arinis,980282,1647583
107083,Asuaju De Sus,848218,1657254
107118,Baita De Sub Codru,851962,1626709
107154,Baiut,981677,1650276
107190,Basesti,849613,1659947
107234,Bicaz,853357,1629402
107270,Bistra,983072,1652969
107314,Barsana,851008,1662640
107350,Bocicoiu Mare,854752,1632095
107403,Bogdan Voda,984467,1655662
107430,Boiu Mare,852403,1665333
107485,Botiza,856147,1634788
107519,Budesti,985862,1658355
107546,Calinesti,853798,1668026
107582,Cernesti,857542,1637481
107662,Cicarlau,987257,1661048
107715,Campulung La Tisa,855193,1670719
107733,Copalnic-Manastur,858937,1640174
107868,Coroieni,988652,1663741
107920,Cupseni,856588,1673412
107975,Desesti,860332,1642867
108017,Oras Dragomiresti,990047,1666434
108035,Dumbravita,857983,1676105
108106,Farcasa,861727,1645560
108151,Giulesti,991442,1669127
108204,Ieud,859378,1678798
108222,Lapus,863122,1648253
108240,Leordina,992837,1671820
108268,Miresu Mare,860773,1681491
108348,Moisei,864517,1650946
108366,Oarta De Jos,994232,1674513
108400,Ocna Sugatag,862168,1684184
108455,Petrova,865912,1653639
108473,Poienile De Sub Munte,995627,1677206
108491,Remetea Chioarului,863563,1686877
108552,Remeti,867307,1656332
108598,Repedea,997022,1679899
108614,Rona De Jos,864958,1689570
108632,Rona De Sus,868702,1659025
108669,Rozavlea,998417,1682592
108696,Ruscova,866353,1692263
108712,Satulung,870097,1661718
108794,Sacalaseni,999812,1685285
108874,Sacel,867748,1694956
108892,Oras Salistea De Sus,871492,1664411
108918,Salsig,1001207,1687978
108945,Sapanta,869143,1697649
108963,Oras Seini,872887,1667104
109005,Stramtura,1002602,1690671
109041,Suciu De Sus,870538,1700342
109096,Sisesti,874282,1669797
109176,Oras Somcuta Mare,1003997,1693364
109265,Oras Ulmeni,871933,1703035
109354,Valea Chioarului,875677,1672490
109425,Vima Mica,1005392,1696057
109504,Viseu De Jos,873328,1705728
109773,Municipiul Drobeta-Turnu Severin,877072,1675183
109826,Simian,1006787,1698750
109924,Oras Baia De Arama,874723,1708421
110027,Obarsia-Closani,878467,1677876
110063,Municipiul Orsova,1008182,1701443
110116,Oras Strehaia,876118,1711114
110232,Oras Vanju Mare,879862,1680569
110296,Bala,1009577,1704136
110456,Balta,877513,1713807
110535,Balacita,881257,1683262
110571,Bacles,1010972,1706829
110688,Balvanesti,878908,1716500
110740,Breznita-Motru,882652,1685955
110820,Breznita-Ocol,1012367,1709522
110875,Brosteni,880303,1719193
110946,Burila Mare,884047,1688648
111006,Butoiesti,1013762,1712215
111097,Cazanesti,881698,1721886
111220,Ciresu,885442,1691341
111275,Corcova,1015157,1714908
111417,Corlatel,883093,1724579
111444,Cujmir,886837,1694034
111480,Devesel,1016552,1717601
111550,Darvari,884488,1727272
111587,Dumbrava,888232,1696727
111685,Floresti,1017947,1720294
111783,Garla Mare,885883,1729965
111818,Godeanu,889627,1699420
111863,Gogosu,1019342,1722987
111916,Greci,887278,1732658
111989,Grozesti,891022,1702113
112030,Gruia,1020737,1725680
112076,Hinova,888673,1735351
112129,Husnicioara,892417,1704806
112245,Eselnita,1022132,1728373
112263,Ilovat,890068,1738044
112334,Ilovita,893812,1707499
112370,Isverna,1023527,1731066
112469,Izvoru Barzii,891463,1740737
112548,Jiana,895207,1710192
112600,Livezile,1024922,1733759
112664,Malovat,892858,1743430
112744,Obarsia De Camp,896602,1712885
112771,Oprisor,1026317,1736452
112806,Padina,894253,1746123
112879,Patulele,897997,1715578
112904,Dubova,1027712,1739145
112959,Podeni,895648,1748816
112995,Ponoarele,899392,1718271
113153,Poroina Mare,1029107,1741838
113206,Pristol,897043,1751509
113233,Prunisor,900787,1720964
113395,Punghina,1030502,1744531
113466,Rogova,898438,1754202
113493,Salcia,902182,1723657
113518,Stangaceaua,1031897,1747224
113607,Svinita,899833,1756895
113625,Sisesti,903577,1726350
113698,Sovarna,1033292,1749917
113732,Tamna,901228,1759588
113849,Vanatori,904972,1729043
113894,Vanjulet,1034687,1752610
113929,Vladaia,902623,1762281
113974,Voloiac,906367,1731736
114060,Branistea,1036082,1755303
114079,Vrata,904018,1764974
114319,Municipiul Targu Mures,907762,1734429
114355,Cristesti,1037477,1757996
114382,Sancraiu De Mures,905413,1767667
114417,Sangeorgiu De Mures,909157,1737122
114453,Santana De Mures,1038872,1760689
114514,Municipiul Sighisoara,906808,1770360
114603,Albesti,910552,1739815
114710,Oras Ludus,1040267,1763382
114809,Municipiul Reghin,908203,1773053
114854,Oras Sovata,911947,1742508
114925,Municipiul Tarnaveni,1041662,1766075
114970,Acatari,909598,1775746
115076,Adamus,913342,1745201
115147,Alunis,1043057,1768768
115183,Apold,910993,1778439
115236,Atintis,914737,1747894
115307,Bahnea,1044452,1771461
115389,Band,912388,1781132
115520,Batos,916132,1750587
115575,Bagaciu,1045847,1774154
115600,Bala,913783,1783825
115637,Balauseri,917527,1753280
115708,Beica De Jos,1047242,1776847
115771,Bichis,915178,1786518
115824,Bogata,918922,1755973
115851,Breaza,1048637,1779540
115897,Brancovenesti,916573,1789211
115959,Ceuasu De Campie,920317,1758666
116046,Chetani,1050032,1782233
116126,Chiheru De Jos,917968,1791904
116171,Coroisanmartin,921712,1761359
116224,Cozma,1051427,1784926
116288,Craciunesti,919363,1794597
116340,Craiesti,923107,1764052
116395,Cucerdea,1052822,1787619
116439,Cuci,920758,1797290
116493,Danes,924502,1766745
116545,Deda,1054217,1790312
116590,Eremitu,922153,1799983
116652,Ernei,925897,1769438
116723,Faragau,1055612,1793005
116796,Fantanele,923548,1802676
116867,Galesti,927292,1772131
116938,Ganesti,1057007,1795698
116983,Gheorghe Doja,924943,1805369
117042,Ghindari,928687,1774824
117113,Glodeni,1058402,1798391
117177,Gornesti,926338,1808062
117275,Grebenisu De Campie,930082,1777517
117319,Gurghiu,1059797,1801084
117426,Hodac,927733,1810755
117505,Hodosa,931477,1780210
117550,Ibanesti,1061192,1803777
117667,Iclanzel,929128,1813448
117783,Ideciu De Jos,932872,1782903
117827,Oras Iernut,1062587,1806470
117925,Livezeni,930523,1816141
117998,Lunca,934267,1785596
118058,Lunca Bradului,1063982,1809163
118094,Magherani,931918,1818834
118209,Mica,935662,1788289
118281,Oras Miercurea Nirajului,1065377,1811856
118370,Mihesu De Campie,933313,1821527
118469,Nades,937057,1790982
118511,Neaua,1066772,1814549
118575,Ogra,934708,1824220
118637,Papiu Ilarian,938452,1793675
118691,Panet,1068167,1817242
118753,Pasareni,936103,1826913
118799,Petelea,939847,1796368
118824,Pogaceaua,1069562,1819935
118931,Rastolita,937498,1829606
118995,Raciu,941242,1799061
119153,Rusii-Munti,1070957,1822628
119206,Saschiz,938893,1832299
119242,Oras Sarmasu,942637,1801754
119331,Oras Sangeorgiu De Padure,1072352,1825321
119386,Sanger,940288,1834992
119466,Sanpaul,944032,1804447
119527,Sanpetru De Campie,1073747,1828014
119590,Solovastru,941683,1837685
119625,Stanceni,945427,1807140
119661,Suplac,1075142,1830707
119723,Suseni,943078,1840378
119750,Saulia,946822,1809833
119803,Sincai,1076537,1833400
119858,Taureni,944473,1843071
119894,Oras Ungheni,948217,1812526
119974,Valea Larga,1077932,1836093
120076,Vargata,945868,1845764
120138,Vatava,949612,1815219
120174,Vetca,1079327,1838786
120218,Viisoara,947263,1848457
120254,Vanatori,951007,1817912
120316,Voivodeni,1080722,1841479
120343,Zagar,948658,1851150
120370,Zau De Campie,952402,1820605
120478,Chibed,1082117,1844172
120487,Corunca,950053,1853843
120496,Sarateni,953797,1823298
120502,Madaras,1083512,1846865
120511,Bereni,951448,1856536
120726,Municipiul Piatra-Neamt,955192,1825991
120771,Dumbrava Rosie,1084907,1849558
120824,Savinesti,952843,1859229
120860,Municipiul Roman,956587,1828684
120888,Cordun,1086302,1852251
120922,Horia,954238,1861922
120968,Oras Bicaz,957982,1831377
121055,Oras Targu Neamt,1087697,1854944
121108,Agapia,955633,1864615
121153,Bahna,959377,1834070
121242,Baltatesti,1089092,1857637
121297,Bicaz-Chei,957028,1867308
121340,Bicazu Ardelean,960772,1836763
121386,Bira,1090487,1860330
121466,Bargauani,958423,1870001
121607,Bodesti,962167,1839456
121652,Borca,1091882,1863023
121732,Borlesti,959818,1872694
121796,Botesti,963562,1842149
121876,Bozieni,1093277,1865716
121938,Brusturi,961213,1875387
122025,Ceahlau,964957,1844842
122061,Candesti,1094672,1868409
122132,Costisa,962608,1878080
122187,Cracaoani,966352,1847535
122249,Damuc,1096067,1871102
122285,Dobreni,964003,1880773
122347,Doljesti,967747,1850228
122392,Dragomiresti,1097462,1873795
122463,Dulcesti,965398,1883466
122551,Farcasa,969142,1852921
122613,Faurei,1098857,1876488
122668,Gheraesti,966793,1886159
122702,Girov,970537,1855614
122828,Garcina,1100252,1879181
122864,Grinties,968188,1888852
122908,Grumazesti,971932,1858307
122953,Hangu,1101647,1881874
123013,Icusesti,969583,1891545
123102,Ion Creanga,973327,1861000
123175,Margineni,1103042,1884567
123228,Moldoveni,970978,1894238
123255,Oniceni,974722,1863693
123371,Pastraveni,1104437,1887260
123424,Petricani,972373,1896931
123479,Piatra Soimului,976117,1866386
123521,Pipirig,1105832,1889953
123601,Pangarati,973768,1899624
123674,Podoleni,977512,1869079
123709,Poienari,1107227,1892646
123790,Poiana Teiului,975163,1902317
123914,Raucesti,978907,1871772
123969,Razboieni,1108622,1895339
124028,Rediu,976558,1905010
124073,Romani,980302,1874465
124117,Oras Roznov,1110017,1898032
124153,Sagna,977953,1907703
124206,Sabaoani,981697,1877158
124233,Secuieni,1111412,1900725
124331,Stanita,979348,1910396
124411,Stefan Cel Mare,983092,1879851
124493,Tarcau,1112807,1903418
124563,Tasca,980743,1913089
124616,Tazlau,984487,1882544
124634,Tamaseni,1114202,1906111
124661,Timisesti,982138,1915782
124723,Trifesti,985882,1885237
124750,Tupilati,1115597,1908804
124803,Tibucani,983533,1918475
124849,Urecheni,987277,1887930
124885,Valea Ursului,1116992,1911497
124938,Alexandru Cel Bun,984928,1921168
125016,Vanatori-Neamt,988672,1890623
125061,Zanesti,1118387,1914190
125098,Dochia,986323,1923861
125105,Ruginoasa,990067,1893316
125114,Ghindaoani,1119782,1916883
125123,Valeni,987718,1926554
125132,Draganesti,991462,1896009
125141,Pancesti,1121177,1919576
125150,Gadinti,989113,1929247
125169,Negresti,992857,1898702
125178,Boghicea,1122572,1922269
125347,Municipiul Slatina,990508,1931940
125374,Slatioara,994252,1901395
125418,Oras Bals,1123967,1924962
125472,Municipiul Caracal,991903,1934633
125490,Draghiceni,995647,1904088
125542,Oras Corabia,1125362,1927655
125588,Garcov,993298,1937326
125622,Oras Draganesti-Olt,997042,1906781
125659,Babiciu,1126757,1930348
125677,Baldovinesti,994693,1940019
125757,Barasti,998437,1909474
125846,Barza,1128152,1933041
125873,Bobicesti,996088,1942712
125962,Brastavatu,999832,1912167
125999,Brebeni,1129547,1935734
126022,Brancoveni,997483,1945405
126077,Bucinisu,1001227,1914860
126102,Cezieni,1130942,1938427
126148,Cilieni,998878,1948098
126166,Carlogani,1002622,1917553
126228,Colonesti,1132337,1941120
126326,Corbu,1000273,1950791
126380,Coteana,1004017,1920246
126406,Crampoia,1133732,1943813
126433,Curtisoara,1001668,1953484
126503,Cungrea,1005412,1922939
126585,Daneasa,1135127,1946506
126647,Deveselu,1003063,1956177
126674,Dobretu,1006807,1925632
126718,Dobrosloveni,1136522,1949199
126772,Dobroteasa,1004458,1958870
126825,Dobrun,1008202,1928325
126905,Fagetelu,1137917,1951892
126978,Falcoiu,1005853,1961563
127019,Farcasele,1009597,1931018
127064,Ganeasa,1139312,1954585
127126,Giuvarasti,1007248,1964256
127144,Gostavatu,1010992,1933711
127171,Gradinari,1140707,1957278
127224,Grojdibodu,1008643,1966949
127251,Ianca,1012387,1936404
127288,Iancu Jianu,1142102,1959971
127322,Icoana,1010038,1969642
127368,Izbiceni,1013782,1939097
127386,Izvoarele,1143497,1962664
127411,Leleasca,1011433,1972335
127493,Maruntei,1015177,1941790
127536,Mihaesti,1144892,1965357
127563,Milcov,1012828,1975028
127625,Morunglav,1016572,1944483
127689,Movileni,1146287,1968050
127714,Nicolae Titulescu,1014223,1977721
127750,Obarsia,1017967,1947176
127812,Oboga,1147682,1970743
127858,Oporelu,1015618,1980414
127901,Optasi-Magura,1019362,1949869
127938,Orlea,1149077,1973436
127983,Osica De Sus,1017013,1983107
128052,Perieti,1020757,1952562
128105,Oras Piatra-Olt,1150472,1976129
128178,Parscoveni,1018408,1985800
128221,Plesoiu,1022152,1955255
128301,Poboru,1151867,1978822
128374,Oras Potcoava,1019803,1988493
128436,Priseaca,1023547,1957948
128472,Radomiresti,1153262,1981515
128524,Redea,1021198,1991186
128560,Rotunda,1024942,1960641
128588,Rusanesti,1154657,1984208
128613,Scarisoara,1022593,1993879
128659,Schitu,1026337,1963334
128711,Oras Scornicesti,1156052,1986901
128864,Seaca,1023988,1996572
128882,Samburesti,1027732,1966027
128962,Spineni,1157447,1989594
129040,Sprancenata,1025383,1999265
129095,Stoenesti,1029127,1968720
129111,Stoicanesti,1158842,1992287
129139,Strejesti,1026778,2001958
129184,Studina,1030522,1971413
129246,Serbanesti,1160237,1994980
129282,Stefan Cel Mare,1028173,2004651
129317,Tatulesti,1031917,1974106
129380,Teslui,1161632,1997673
129460,Tia Mare,1029568,2007344
129503,Topana,1033312,1976799
129567,Traian,1163027,2000366
129585,Tufeni,1030963,2010037
129629,Urzica,1034707,1979492
129656,Valea Mare,1164422,2003059
129718,Vadastra,1032358,2012730
129745,Vadastrita,1036102,1982185
129763,Valeni,1165817,2005752
129816,Verguleasa,1033753,2015423
129898,Visina,1037497,1984878
129914,Vitomiresti,1167212,2008445
129987,Valcele,1035148,2018116
130026,Vladila,1038892,1987571
130062,Voineasa,1168607,2011138
130124,Vulpeni,1036543,2020809
130231,Vulturesti,1040287,1990264
130286,Balteni,1170002,2013831
130295,Calui,1037938,2023502
130302,Gavanesti,1041682,1992957
130311,Ghimpeteni,1171397,2016524
130320,Gradinile,1039333,2026195
130339,Gura Padinii,1043077,1995650
130348,Ipotesti,1172792,2019217
130357,Osica De Jos,1040728,2028888
130366,Sarbii - Magura,1044472,1998343
130375,Visina Noua,1174187,2021910
130384,Soparlita,1042123,2031581
130534,Municipiul Ploiesti,1045867,2001036
130552,Barcanesti,1175582,2024603
130614,Berceni,1043518,2034274
130678,Blejoi,1047262,2003729
130712,Brazi,1176977,2027296
130785,Bucov,1044913,2036967
130847,Paulesti,1048657,2006422
130892,Targsoru Vechi,1178372,2029989
130954,Oras Azuga,1046308,2039660
130981,Oras Baicoi,1050052,2009115
131069,Oras Boldesti-Scaeni,1179767,2032682
131103,Oras Breaza,1047703,2042353
131210,Oras Busteni,1051447,2011808
131256,Municipiul Campina,1181162,2035375
131274,Poiana Campina,1049098,2045046
131336,Oras Comarnic,1052842,2014501
131407,Oras Mizil,1182557,2038068
131443,Oras Plopeni,1050493,2047739
131461,Dumbravesti,1054237,2017194
131540,Oras Sinaia,1183952,2040761
131577,Oras Slanic,1051888,2050432
131620,Oras Urlati,1055632,2019887
131817,Oras Valenii De Munte,1185347,2043454
131835,Gura Vitioarei,1053283,2053125
131899,Adunati,1057027,2022580
131933,Albesti-Paleologu,1186742,2046147
131988,Alunis,1054678,2055818
132011,Apostolache,1058422,2025273
132075,Aricestii Rahtivani,1188137,2048840
132137,Aricestii Zeletin,1056073,2058511
132164,Baba Ana,1059817,2027966
132226,Balta Doamnei,1189532,2051533
132271,Baltesti,1057468,2061204
132315,Banesti,1061212,2030659
132342,Bertea,1190927,2054226
132379,Boldesti-Gradistea,1058863,2063897
132404,Brebu,1062607,2033352
132459,Calugareni,1192322,2056919
132486,Carbunesti,1060258,2066590
132510,Ceptura,1064002,2036045
132574,Cerasu,1193717,2059612
132645,Chiojdeanca,1061653,2069283
132681,Ciorani,1065397,2038738
132716,Cocorastii Mislii,1195112,2062305
132752,Colceag,1063048,2071976
132805,Cornu,1066792,2041431
132841,Cosminele,1196507,2064998
132896,Drajna,1064443,2074669
133018,Draganesti,1068187,2044124
133090,Dumbrava,1197902,2067691
133161,Filipestii De Padure,1065838,2077362
133214,Filipestii De Targ,1069582,2046817
133278,Fantanele,1199297,2070384
133330,Floresti,1067233,2080055
133394,Fulga,1070977,2049510
133429,Gherghita,1200692,2073077
133508,Gorgota,1068628,2082748
133562,Gornet,1072372,2052203
133615,Gornet-Cricov,1202087,2075770
133688,Gura Vadului,1070023,2085441
133722,Iordacheanu,1073767,2054896
133795,Izvoarele,1203482,2078463
133866,Jugureni,1071418,2088134
133919,Lapos,1075162,2057589
133964,Lipanesti,1204877,2081156
134014,Magurele,1072813,2090827
134050,Magureni,1076557,2060282
134096,Maneciu,1206272,2083849
134194,Manesti,1074208,2093520
134336,Pacureti,1077952,2062975
134390,Plopu,1207667,2086542
134443,Podenii Noi,1075603,2096213
134559,Poienarii Burchii,1079347,2065668
134648,Posesti,1209062,2089235
134755,Predeal-Sarari,1076998,2098906
134853,Provita De Jos,1080742,2068361
134899,Provita De Sus,1210457,2091928
134942,Puchenii Mari,1078393,2101599
135020,Rafov,1082137,2071054
135128,Salcia,1211852,2094621
135146,Salciile,1079788,2104292
135164,Scorteni,1083532,2073747
135226,Secaria,1213247,2097314
135244,Sangeru,1081183,2106985
135315,Starchiojd,1084927,2076440
135404,Surani,1214642,2100007
135431,Sirna,1082578,2109678
135501,Soimari,1086322,2079133
135547,Sotrile,1216037,2102700
135618,Stefesti,1083973,2112371
135654,Talea,1087717,2081826
135681,Tataru,1217432,2105393
135725,Teisani,1085368,2115064
135789,Telega,1089112,2084519
135850,Tinosu,1218827,2108086
135896,Tomsani,1086763,2117757
135949,Valea Calugareasca,1090507,2087212
136107,Valea Doftanei,1220222,2110779
136134,Varbilau,1088158,2120450
136198,Valcanesti,1091902,2089905
136241,Cocorastii Colt,1221617,2113472
136250,Olari,1089553,2123143
136269,Vadu Sapat,1093297,2092598
136278,Batrani,1223012,2116165
136483,Municipiul Satu Mare,1090948,2125836
136526,Municipiul Carei,1094692,2095291
136553,Capleni,1224407,2118858
136599,Oras Negresti-Oas,1092343,2128529
136642,Oras Tasnad,1096087,2097984
136713,Acas,1225802,2121551
136768,Andrid,1093738,2131222
136802,Apa,1097482,2100677
136848,Oras Ardud,1227197,2124244
136919,Batarci,1095133,2133915
136964,Beltiug,1098877,2103370
137032,Berveni,1228592,2126937
137069,Bixad,1096528,2136608
137103,Barsau,1100272,2106063
137130,Bogdand,1229987,2129630
137185,Botiz,1097923,2139301
137229,Calinesti-Oas,1101667,2108756
137274,Camarzana,1231382,2132323
137292,Cauas,1099318,2141994
137363,Cehal,1103062,2111449
137407,Certeze,1232777,2135016
137443,Craidorolt,1100713,2144687
137504,Crucisor,1104457,2114142
137540,Culciu,1234172,2137709
137611,Doba,1102108,2147380
137675,Dorolt,1105852,2116835
137728,Foieni,1235567,2140402
137746,Gherta Mica,1103503,2150073
137764,Halmeu,1107247,2119528
137844,Hodod,1236962,2143095
137899,Homoroade,1104898,2152766
137960,Lazuri,1108642,2122221
138039,Oras Livada,1238357,2145788
138084,Mediesu Aurit,1106293,2155459
138164,Micula,1110037,2124914
138208,Moftin,1239752,2148481
138280,Odoreu,1107688,2158152
138351,Orasu Nou,1111432,2127607
138431,Paulesti,1241147,2151174
138501,Petresti,1109083,2160845
138538,Pir,1112827,2130300
138574,Piscolt,1242542,2153867
138618,Pomi,1110478,2163538
138663,Sanislau,1114222,2132993
138734,Santau,1243937,2156560
138770,Sacaseni,1111873,2166231
138805,Sauca,1115617,2135686
138869,Socond,1245332,2159253
138921,Supur,1113268,2168924
139009,Tarna Mare,1117012,2138379
139054,Terebesti,1246727,2161946
139107,Tiream,1114663,2171617
139143,Tarsolt,1118407,2141072
139170,Turt,1248122,2164639
139214,Turulung,1116058,2174310
139250,Urziceni,1119802,2143765
139287,Valea Vinului,1249517,2167332
139330,Vama,1117453,2177003
139358,Vetis,1121197,2146458
139394,Viile Satu Mare,1250912,2170025
139704,Municipiul Zalau,1118848,2179696
139740,Oras Cehu Silvaniei,1122592,2149151
139811,Oras Jibou,1252307,2172718
139884,Oras Simleu Silvaniei,1120243,2182389
139937,Agrij,1123987,2151844
139982,Almasu,1253702,2175411
140084,Babeni,1121638,2185082
140146,Balan,1125382,2154537
140208,Banisor,1255097,2178104
140244,Benesat,1123033,2187775
140280,Bobota,1126777,2157230
140324,Bocsa,1256492,2180797
140379,Buciumi,1124428,2190468
140440,Camar,1128172,2159923
140477,Carastelec,1257887,2183490
140501,Chiesd,1125823,2193161
140547,Cizer,1129567,2162616
140583,Coseiu,1259282,2186183
140627,Crasna,1127218,2195854
140672,Creaca,1130962,2165309
140770,Cristolt,1260677,2188876
140823,Criseni,1128613,2198547
140869,Cuzaplac,1132357,2168002
140958,Dobrin,1262072,2191569
141027,Dragu,1130008,2201240
141081,Fildu De Jos,1133752,2170695
141134,Galgau,1263467,2194262
141232,Garbou,1131403,2203933
141312,Halmasd,1135147,2173388
141376,Hereclean,1264862,2196955
141447,Hida,1132798,2206626
141535,Horoatu Crasnei,1136542,2176081
141580,Ileanda,1266257,2199648
141722,Ip,1134193,2209319
141786,Letca,1137937,2178774
141884,Lozna,1267652,2202341
141946,Marca,1135588,2212012
142006,Maeriste,1139332,2181467
142079,Mesesenii De Jos,1269047,2205034
142122,Mirsid,1136983,2214705
142177,Napradea,1140727,2184160
142239,Nusfalau,1270442,2207727
142284,Pericei,1138378,2217398
142337,Plopis,1142122,2186853
142373,Poiana Blenchii,1271837,2210420
142426,Romanasi,1139773,2220091
142499,Rus,1143517,2189546
142550,Salatig,1273232,2213113
142612,Sag,1141168,2222784
142676,Sanmihaiu Almasului,1144912,2192239
142710,Somes-Odorhei,1274627,2215806
142774,Surduc,1142563,2225477
142854,Samsud,1146307,2194932
142881,Sarmasag,1276022,2218499
142952,Valcau De Jos,1143958,2228170
143021,Varsolt,1147702,2197625
143067,Zalha,1277417,2221192
143147,Zimbor,1145353,2230863
143450,Municipiul Sibiu,1149097,2200318
143487,Cristian,1278812,2223885
143502,Poplaca,1146748,2233556
143520,Rasinari,1150492,2203011
143557,Selimbar,1280207,2226578
143619,Municipiul Medias,1148143,2236249
143646,Tarnava,1151887,2205704
143682,Oras Agnita,1281602,2229271
143735,Oras Cisnadie,1149538,2238942
143771,Oras Copsa Mica,1153282,2208397
143806,Oras Dumbraveni,1282997,2231964
143851,Oras Ocna Sibiului,1150933,2241635
143888,Altina,1154677,2211090
143922,Apoldu De Jos,1284392,2234657
143959,Arpasu De Jos,1152328,2244328
143995,Atel,1156072,2213783
144054,Oras Avrig,1285787,2237350
144116,Axente Sever,1153723,2247021
144152,Bazna,1157467,2216476
144198,Biertan,1287182,2240043
144232,Barghis,1155118,2249714
144303,Blajel,1158862,2219169
144349,Brateiu,1288577,2242736
144376,Bradeni,1156513,2252407
144410,Bruiu,1160257,2221862
144456,Chirpar,1289972,2245429
144508,Carta,1157908,2255100
144535,Cartisoara,1161652,2224555
144553,Darlos,1291367,2248122
144599,Gura Raului,1159303,2257793
144615,Hoghilag,1163047,2227248
144651,Iacobeni,1292762,2250815
144713,Jina,1160698,2260486
144731,Laslea,1164442,2229941
144795,Loamnes,1294157,2253508
144866,Ludos,1162093,2263179
144893,Marpod,1165837,2232634
144928,Oras Miercurea Sibiului,1295552,2256201
144964,Merghindeal,1163488,2265872
144991,Micasasa,1167232,2235327
145042,Mihaileni,1296947,2258894
145104,Mosna,1164883,2268565
145140,Nocrich,1168627,2238020
145202,Orlat,1298342,2261587
145220,Pauca,1166278,2271258
145275,Poiana Sibiului,1170022,2240713
145293,Porumbacu De Jos,1299737,2264280
145355,Racovita,1167673,2273951
145382,Rau Sadului,1171417,2243406
145408,Rosia,1301132,2266973
145471,Sadu,1169068,2276644
145499,Oras Saliste,1172812,2246099
145603,Slimnic,1302527,2269666
145667,Seica Mare,1170463,2279337
145738,Seica Mica,1174207,2248792
145765,Sura Mare,1303922,2272359
145792,Sura Mica,1171858,2282030
145827,Oras Talmaciu,1175602,2251485
145907,Tilisca,1305317,2275052
145934,Turnu Rosu,1173253,2284723
145961,Valea Viilor,1176997,2254178
145998,Vurpar,1306712,2277745
146012,Alma,1174648,2287416
146021,Boita,1178392,2256871
146263,Municipiul Suceava,1308107,2280438
146281,Ipotesti,1176043,2290109
146325,Mitocu Dragomirnei,1179787,2259564
146370,Oras Salcea,1309502,2283131
146432,Scheia,1177438,2292802
146502,Municipiul Campulung Moldovenesc,1181182,2262257
146539,Municipiul Falticeni,1310897,2285824
146584,Oras Gura Humorului,1178833,2295495
146628,Municipiul Radauti,1182577,2264950
146655,Oras Siret,1312292,2288517
146708,Oras Solca,1180228,2298188
146744,Municipiul Vatra Dornei,1183972,2267643
146799,Adancata,1313687,2291210
146860,Arbore,1181623,2300881
146904,Baia,1185367,2270336
146931,Oras Milisauti,1315082,2293903
146995,Balcauti,1183018,2303574
147036,Bilca,1186762,2273029
147054,Bogdanesti,1316477,2296596
147072,Boroaia,1184413,2306267
147134,Bosanci,1188157,2275722
147161,Botosana,1317872,2299289
147205,Breaza,1185808,2308960
147241,Brodina,1189552,2278415
147358,Oras Brosteni,1319267,2301982
147465,Bunesti,1187203,2311653
147526,Cacica,1190947,2281108
147580,Calafindesti,1320662,2304675
147633,Oras Cajvana,1188598,2314346
147660,Ilisesti,1192342,2283801
147713,Carlibaba,1322057,2307368
147786,Cornu Luncii,1189993,2317039
147884,Crucea,1193737,2286494
147937,Darmanesti,1323452,2310061
148006,Oras Dolhasca,1191388,2319732
148097,Dolhesti,1195132,2289187
148131,Dorna-Arini,1324847,2312754
148202,Dorna Candrenilor,1192783,2322425
